연,월,일,시,분,지역,송출내용
2021,02,10,16,43,동작구,"[동작구청]1,056,1,057번째 확진자(2명)발생(완치자932명),홈페이지및블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran"
2021,02,10,16,52,강서구,[강서구청] 강서구 코로나19 확진자 4명 발생 안내. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi
2021,02,10,17,15,구로구,"[구로구청]코로나19 확진자 17명발생(841~857번), 역학조사후 동선공개, 구청 블로그(홈페이지) 참고바랍니다 blog.naver.com/digital9ro"
2021,02,10,17,18,서대문구,"[서대문구청]코로나19. 697~700번째 확진자 발생. 역학조사중. 자세한 사항 구홈페이지, 블로그 공개 예정입니다.blog.naver.com/sdmstory"
2021,02,10,17,31,송파구,"[송파구청]2.10(수) 17시30분 현재 코로나19 확진자 9명 추가발생, 역학조사 진행중. 관련내용은 홈페이지(www.songpa.go.kr)를 참고바랍니다."
2021,02,10,17,32,도봉구,[도봉구청] 2.10(수) 확진자 1명 추가 발생(803번). 역학조사결과 이동동선 및 조치사항 홈페이지(m.dobong.go.kr) 공개예정입니다.
2021,02,10,17,40,서초구,"[서초구청]1029~1031번 확진자(3명) 발생. 설연휴 기간 선별검사소 10개소 정상운영, 위치와 운영시간은 홈페이지(seocho.go.kr) 확인바랍니다."
2021,02,10,17,40,관악구,"[관악구청] 확진자 9명 발생, 세부 내용은 블로그 참고바랍니다.5인 이상 사적모임 금지, 방역수칙 준수바랍니다.blog.naver.com/gwanak_gu"
2021,02,10,17,54,은평구,"[은평구청]확진자 7명 발생, 상세내용은 홈페이지 및 블로그 참조. 5인이상 사적모임 금지, 방역수칙 준수바랍니다 blog.naver.com/eunpyeonggu"
2021,02,10,17,58,양천구,[양천구청] 확진자 3명(983~985번) 발생 안내. 세부사항은 양천구 블로그 참조.blog.naver.com/yangcheon2016/222239228948
2021,02,10,18,04,종로구,"[종로구청]관내 560번(1명) 확진자 발생. 역학조사 진행중. 거리두기,마스크 착용 등 방역수칙 준수바랍니다. blog.naver.com/jongno0401"
2021,02,10,18,06,용산구,"[용산구청]코로나 603~611번 확진자(9명)발생. 역학조사중 / 거리두기, 마스크착용 등 방역수칙 준수 바랍니다. blog.naver.com/ysnblog"
2021,02,10,18,09,강남구,"[강남구청] 1218~1221번 확진자 발생(gangnam.go.kr). 설 연휴 강남구보건소 선별진료소는 9~18시, 임시선별검사소 4곳은 9~13시 운영합니다"
2021,02,10,18,20,동대문구,[동대문구청]931~942번 확진자발생 ddm.go.kr 참조하시고 금번 설명절은 모임과 이동없이 집에서 안전하고 즐겁게 보내시고 5인이상 집합금지 당부드립니다.
2021,02,10,18,28,강북구,"[강북구청]확진자3명(674~676번)발생, 동선( www.gangbuk.go.kr/intro_gb.jsp )공개예정. 설명절 비대면으로 부모님 건강 지켜드립시다"
2021,02,10,18,33,광진구,[광진구청]619~625번 확진자 발생 및 역학조사 결과 홈페이지 han.gl/K79LX 확인바랍니다.
2021,02,10,18,44,중구,[중구청] 381~387번째(7명) 확진자 발생. 자세한 내용은 중구청 홈페이지를 참고하시기 바랍니다. www.junggu.seoul.kr/covid.jsp
2021,02,10,18,48,중구,[중구청] <설연휴 코로나19 서울역 임시선별검사소 운영안내> 2.11.(목)~2.14.(일) 9시~13시 운영. 이용에 착오 없으시기 바랍니다.
2021,02,10,18,57,강동구,"[강동구청]2. 10.(수) 18시 기준 확진자 13명 발생 및 역학조사 결과 안내, 세부 내용은 홈페이지(c19.gd.go.kr) 참고해 주시기 바랍니다."
2021,02,10,19,26,영등포구,[영등포구청] 코로나 확진자 7명 발생. 상세내용은 영등포구 카카오알림톡 확인바랍니다. ☞ pf.kakao.com/_gHlGT
2021,02,10,19,29,중랑구,"[중랑구청]1091~1092번 추가확진자 발생. 1086~1092번 확진자 역학조사완료. 홈페이지, blog.naver.com/jung_nang_gu 참조바랍니다"
2021,02,11,10,00,노원구,[노원구청] 2.11(목) 오전 확진자6명발생(1110~1115). 역학조사후 https://www.nowon.kr/corona19/index.do 공개하겠습니다
2021,02,11,10,03,도봉구,[도봉구청] 2.11(목) 확진자 6명 발생(804번~809번). 역학조사결과 이동동선 및 조치사항 홈페이지(m.dobong.go.kr) 공개예정입니다.
2021,02,11,10,13,강북구,"[강북구청]확진자7명(677~683번)발생, 동선( www.gangbuk.go.kr/intro_gb.jsp )공개예정. 설명절 비대면으로 부모님 건강 지켜드립시다"
2021,02,11,11,09,중랑구,[중랑구청] 2.11.(목) 확진자 4명(1093~1096번) 발생. 역학조사 진행 중. 완료 즉시 홈페이지 공개 예정입니다.
2021,02,11,11,50,동작구,"[동작구청]1058~1061번째 확진자(4명)발생(완치자932명), 홈페이지및블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran"
2021,02,11,13,37,성북구,"[성북구청] 1091~1097번(7명) 확진자 발생. 거주지 방역 완료. 자세한 사항은 홈페이지, 블로그 참고바랍니다. blog.naver.com/storysb"
2021,02,11,14,07,금천구,"[금천구청]426~428번째 확진자 발생(3명), 설연휴 5인이상 모임금지, 마스크 착용, 환기 및 소독 철저, 카카오톡채널 pf.kakao.com/_hUpLxb"
2021,02,11,15,27,마포구,[마포구청] 확진자 3명 발생. 역학조사 진행 중이며 완료 즉시 홈페이지 및 블로그 공개 예정입니다. blog.naver.com/prmapo77
2021,02,11,15,37,강동구,[강동구청] 2/1~2/9 강동역래미안사우나(천호대로 1095) 방문자는 가까운 선별진료소에서 검사 받으시길 바랍니다.(02-3425-6713)
2021,02,11,15,40,은평구,"[은평구청]확진자 3명 발생, 상세내용은 홈페이지 및 블로그 참조. 5인이상 사적모임 금지,방역수칙 준수바랍니다 blog.naver.com/eunpyeonggu"
2021,02,11,16,13,성동구,"[성동구청]631~638번 확진자 발생(10대이하 2명, 40~50대 3명, 60~70대 3명) 5인이상 사적모임 자제 부탁드립니다. c19.sd.go.kr"
2021,02,11,16,15,노원구,[노원구청] 2.6.(토)~2.8.(월) 노원탁구클럽(중계본동 중계종합상가 지하1층)을 방문한 분은 가까운 선별진료소에서 검사 받으시기 바랍니다.
2021,02,11,16,22,강서구,[강서구청] 강서구 코로나19 확진자 3명 발생 안내. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi
2021,02,11,16,33,양천구,[양천구청] 확진자 3명(986~988번) 발생 안내. 세부사항은 양천구 블로그 참조.blog.naver.com/yangcheon2016/222240283342
2021,02,11,16,57,강남구,"[강남구청] 1222번 확진자 발생(gangnam.go.kr). 연휴에도 마스크 쓰기, 거리두기 등 방역수칙을 철저히 지켜주시길 바랍니다"
2021,02,11,17,17,강북구,"[강북구청]확진자2명(684~685번)발생, 동선( www.gangbuk.go.kr/intro_gb.jsp )공개예정. 설명절 비대면으로 부모님 건강 지켜드립시다"
2021,02,11,17,31,송파구,"[송파구청]2.11(목) 17시30분 현재 코로나19 확진자 8명 추가발생, 역학조사 진행중. 관련내용은 홈페이지(www.songpa.go.kr)를 참고바랍니다."
2021,02,11,17,35,광진구,[광진구청] 626~629번 확진자 발생 및 역학조사 결과 알림.자세한 내용은 홈페이지( han.gl/K79LX ) 확인바랍니다.
2021,02,11,17,38,종로구,"[종로구청]관내 561번(1명) 확진자 발생. 역학조사 진행중. 거리두기,마스크 착용 등 방역수칙 준수바랍니다. blog.naver.com/jongno0401"
2021,02,11,17,40,서초구,"[서초구청]1032번 확진자(1명)발생. 설연휴 기간(14일까지) 선별검사소 10개소 정상운영, 위치와 운영시간은 홈페이지(seocho.go.kr) 확인바랍니다."
2021,02,11,17,46,동작구,"[동작구청]1062~1064번째 확진자(3명)발생(완치자932명), 홈페이지및블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran"
2021,02,11,17,49,관악구,"[관악구청] 확진자 7명 발생, 세부 내용은 블로그 확인바랍니다.5인 이상 사적모임 금지, 방역수칙 준수바랍니다.blog.naver.com/gwanak_gu"
2021,02,11,18,00,노원구,[노원구청] 2.11(목) 오후 확진자4명발생(1116~1119). 역학조사후 https://www.nowon.kr/corona19/index.do 공개하겠습니다
2021,02,11,18,00,중구,[중구청]  388번째(1명) 확진자 발생. 자세한 내용은 중구청 홈페이지를 참고하시기 바랍니다. www.junggu.seoul.kr/covid.jsp
2021,02,11,18,07,영등포구,[영등포구청] 코로나 확진자 4명 발생. 상세내용은 영등포구 카카오알림톡 확인바랍니다. ☞ pf.kakao.com/_gHlGT
2021,02,11,18,24,서대문구,"[서대문구청]코로나19. 701번째 확진자 발생. 역학조사 중. 자세한 사항 구홈페이지, 블로그 공개 예정입니다blog.naver.com/sdmstory"
2021,02,11,18,33,동대문구,"[동대문구청]937a~942a번 및 943번 확진자 발생, 통계상 오류로 인한 6명의 번호가 중복되었습니다. 자세한 사항은 ddm.go.kr 참고하시기 바랍니다."
2021,02,11,18,55,노원구,[노원구청] 2.1.(월) ~ 2.8.(월) 중계4동 스포애니 상계역점(삼창프라자 지하1층)을 방문하신 분은 가까운 선별진료소에서 검사 받으시기 바랍니다.
2021,02,11,19,11,용산구,"[용산구청]코로나 612~615번 확진자(4명)발생. 역학조사중 / 거리두기, 마스크착용 등 방역수칙 준수 바랍니다. blog.naver.com/ysnblog"
2021,02,11,19,22,강동구,"[강동구청] 2.11.(목) 18시 기준 코로나19 확진자 10명 발생 및 역학조사 결과 안내, 세부 내용은 홈페이지(c19.gd.go.kr) 참고 바랍니다."
2021,02,11,19,41,구로구,"[구로구청]코로나19 확진자 24명발생(858~881번), 역학조사후 동선공개, 구청 블로그(홈페이지) 참고바랍니다 blog.naver.com/digital9ro"
2021,02,11,20,08,중랑구,[중랑구청] 1093~1096번 확진자 역학조사 완료. 세부내용 홈페이지 및 블로그 blog.naver.com/jung_nang_gu 참조바랍니다.
2021,02,12,09,45,도봉구,[도봉구청] 2.12(금) 확진자 2명 발생(810번~811번). 역학조사결과 이동동선 및 조치사항 홈페이지(m.dobong.go.kr) 공개예정입니다.
2021,02,12,10,00,노원구,[노원구청] 2.12(금) 오전 확진자4명발생(1120~1123). 역학조사후 https://www.nowon.kr/corona19/index.do 공개하겠습니다
2021,02,12,11,02,중랑구,[중랑구청] 2.12.(금) 확진자 8명(1097~1104번) 발생. 역학조사 진행 중. 완료 즉시 홈페이지 공개 예정입니다.
2021,02,12,12,04,성북구,"[성북구청] 1098~1106번(9명) 확진자 발생. 거주지 등 방역 완료. 자세한 사항은 홈페이지,블로그 참고바랍니다. blog.naver.com/storysb"
2021,02,12,12,58,동작구,"[동작구청]1065~1068번째 확진자(4명)발생(완치자932명), 홈페이지및블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran"
2021,02,12,13,06,강서구,[강서구청] 강서구 코로나19 확진자 2명 발생 안내. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi
2021,02,12,13,30,강동구,"[강동구청] 2.12.(금) 10시 기준 코로나19 확진자 10명 발생 및 역학조사 결과 안내, 세부 내용은 홈페이지(c19.gd.go.kr) 참고 바랍니다."
2021,02,12,14,46,동작구,"[동작구청]1069~1070번째 확진자(2명)발생(완치자932명), 홈페이지및블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran"
2021,02,12,14,51,강북구,"[강북구청]확진자2명(686~687번)발생, 동선( www.gangbuk.go.kr/intro_gb.jsp )공개예정. 설명절 비대면으로 부모님건강 지켜드립시다."
2021,02,12,15,04,관악구,"[관악구청] 확진자 7명 발생, 세부 내용은 블로그 확인바랍니다.5인 이상 사적모임 금지, 방역수칙 준수바랍니다.blog.naver.com/gwanak_gu"
2021,02,12,15,29,은평구,"[은평구청]확진자 12명 발생, 상세내용은 홈페이지 및 블로그 참조. 5인이상 사적모임 금지,방역수칙 준수바랍니다 blog.naver.com/eunpyeonggu"
2021,02,12,15,31,마포구,[마포구청] 확진자 2명 발생. 역학조사 진행 중이며 완료 즉시 홈페이지 및 블로그 공개 예정입니다. blog.naver.com/prmapo77
2021,02,12,15,39,강남구,[강남구청] 1223번 확진자 발생(gangnam.go.kr). 나와 내 가족을 위해 연휴에도 거리두기 지켜주세요
2021,02,12,15,50,금천구,"[금천구청]429~430번째 확진자 발생(2명), 설연휴 5인이상 모임금지, 마스크 착용, 환기 및 소독 철저, 카카오톡채널 pf.kakao.com/_hUpLxb"
2021,02,12,16,01,성동구,"[성동구청] 639~641번 확진자 발생(20대 2명, 60대 1명) 5인 이상 사적모임 자제 부탁드립니다. c19.sd.go.kr"
2021,02,12,16,38,양천구,[양천구청] 확진자 4명(989~992번) 발생 안내. 세부사항은 양천구 블로그 참조.blog.naver.com/yangcheon2016/222241221278
2021,02,12,17,01,송파구,"[송파구청]2.12(금) 17시 현재 코로나19 확진자 10명 추가발생, 역학조사 진행중. 관련내용은 홈페이지(www.songpa.go.kr)를 참고바랍니다."
2021,02,12,17,01,송파구,[송파구청] 2.8.~2.10. 송파도서관(동남로 263) 방문자는 가까운 선별진료소에서 검사 받으시길 바랍니다.
2021,02,12,17,02,중랑구,"[중랑구청]1105~1106번 추가확진자 발생. 1097~1106번 확진자 역학조사완료. 홈페이지, blog.naver.com/jung_nang_gu 참조바랍니다"
2021,02,12,17,11,동대문구,[동대문구청]944~947번 확진자발생 ddm.go.kr 참조하시고 최근 가족간 감염이 지속되고 있으니 친인척방문은 자제하시고 5인이상 집합금지 준수 부탁드립니다
2021,02,12,17,27,서대문구,"[서대문구청]코로나19. 702~704번째 확진자 발생. 역학조사중. 자세한 사항 구홈페이지, 블로그 공개 예정입니다.blog.naver.com/sdmstory"
2021,02,12,17,42,서초구,"[서초구청]1033~1036번 확진자(4명) 발생. 홈페이지(seocho.go.kr)확인. 명절에도 5인이상 사적모임 금지, 마스크착용 등 방역수칙 준수바랍니다."
2021,02,12,17,51,용산구,"[용산구청]코로나 616~623번 확진자(8명)발생. 역학조사중 / 거리두기, 마스크착용 등 방역수칙 준수 바랍니다. blog.naver.com/ysnblog"
2021,02,12,17,56,종로구,"[종로구청]관내 562~563번(2명) 확진자 발생.역학조사 진행중.거리두기,마스크 착용 등 방역수칙 준수바랍니다. blog.naver.com/jongno0401"
2021,02,12,18,00,노원구,[노원구청] 2.12(금) 오후 확진자2명발생(1124~1125). 역학조사후 https://www.nowon.kr/corona19/index.do 공개하겠습니다
2021,02,12,18,02,중구,[중구청]  389~390번째(2명) 확진자 발생. 자세한 내용은 중구청 홈페이지를 참고하시기 바랍니다. www.junggu.seoul.kr/covid.jsp
2021,02,12,18,16,광진구,[광진구청] 630~635번 확진자 발생 및 역학조사결과 알림. 자세한 내용은 홈페이지( han.gl/K79LX )확인바랍니다.
2021,02,12,18,23,영등포구,[영등포구청] 코로나 확진자 5명 발생. 상세내용은 영등포구 카카오알림톡 확인바랍니다. ☞ pf.kakao.com/_gHlGT
2021,02,12,18,59,강동구,"[강동구청] 2.12.(금) 18시 기준 코로나19 확진자 4명 발생 및 역학조사 결과 안내, 세부 내용은 홈페이지(c19.gd.go.kr) 참고 바랍니다."
2021,02,12,20,41,구로구,"[구로구청]코로나19 확진자 15명발생(882~896번), 역학조사후 동선공개, 구청블로그(홈페이지) 참고바랍니다blog.naver.com/digital9ro"
2021,02,12,20,41,구로구,"[구로구청]‘21.2.1~2.10. 구로구 오류동 ’해적짐 헬스클럽‘ 이용자는 인근 보건소,임시선별진료소 방문하여 코로나19 검사 받으시기 바랍니다."
2021,02,13,10,00,노원구,[노원구청] 2.13(토) 오전 확진자4명발생(1126~1129). 역학조사후 https://www.nowon.kr/corona19/index.do 공개하겠습니다
2021,02,13,10,11,도봉구,[도봉구청] 2.13(토) 확진자 3명 발생(812번~814번). 역학조사결과 이동동선 및 조치사항 홈페이지(m.dobong.go.kr) 공개예정입니다.
2021,02,13,11,00,중랑구,[중랑구청] 2.13.(토) 확진자 10명(1107~1116번) 발생. 역학조사 진행 중. 완료 즉시 홈페이지 공개 예정입니다.
2021,02,13,11,42,강북구,"[강북구청]확진자2명(688~689번)발생, 동선( www.gangbuk.go.kr/intro_gb.jsp )공개예정. 설명절 비대면으로 부모님건강 지켜드립시다."
2021,02,13,12,37,강서구,[강서구청] 강서구 코로나19 확진자 2명 발생 안내. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi
2021,02,13,13,14,성북구,"[성북구청] 1107~1116번(10명) 확진자 발생. 거주지 등 방역 완료. 세부사항은 홈페이지,블로그 참고바랍니다. blog.naver.com/storysb"
2021,02,13,14,19,동작구,"[동작구청]1,071~1,073번째 확진자(3명)발생(완치자933명),홈페이지및블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran"
2021,02,13,15,26,마포구,[마포구청] 확진자 3명 발생. 역학조사 진행 중이며 완료 즉시 홈페이지 및 블로그 공개 예정입니다. blog.naver.com/prmapo77
2021,02,13,15,38,은평구,"[은평구청]확진자 9명 발생, 상세내용은 홈페이지 및 블로그 참조. 5인이상 사적모임 금지, 방역수칙 준수바랍니다 blog.naver.com/eunpyeonggu"
2021,02,13,15,47,금천구,"[금천구청]431번째 확진자 발생, 설연휴 5인이상 모임금지, 마스크 착용, 환기 및 소독 철저, 카카오톡채널 pf.kakao.com/_hUpLxb"
2021,02,13,16,16,성동구,"[성동구청] 642~645번 확진자 발생(30대 1명, 50대 2명, 60대 1명) 5인 이상 사적모임 자제 부탁드립니다. c19.sd.go.kr"
2021,02,13,16,22,서대문구,"[서대문구청]코로나19. 705~706번째 확진자 발생. 역학조사 중. 자세한 사항 구홈페이지, 블로그 공개 예정입니다blog.naver.com/sdmstory"
2021,02,13,16,31,송파구,"[송파구청]2.13(토) 16시30분 현재 코로나19 확진자 10명 추가발생, 역학조사 진행중. 관련내용은 홈페이지(www.songpa.go.kr) 참고바랍니다."
2021,02,13,16,34,광진구,[광진구청]636~641번 확진자 발생 및 역학조사결과 알림. 자세한 내용은 홈페이지( han.gl/K79LX )확인바랍니다.
2021,02,13,17,12,동대문구,"[동대문구청]948~951번 확진자발생 ddm.go.kr 참조하시고, 남은 명절연휴도 가급적 집에 머물러 주시고, 5인이상 집합금지 및 방역수칙 준수 당부드립니다"
2021,02,13,17,29,종로구,"[종로구청]관내 564번(1명) 확진자 발생. 역학조사 진행중. 거리두기, 마스크 착용 등 방역수칙 준수바랍니다. blog.naver.com/jongno0401"
2021,02,13,17,41,서초구,"[서초구청] 1037번 확진자 (1명) 발생. 홈페이지(seocho.go.kr) 확인. 명절에도 5인이상 사적모임 금지, 마스크 착용 등 방역수칙 준수바랍니다."
2021,02,13,17,42,동작구,"[동작구청]1,074번째 확진자(1명)발생(완치자933명), 홈페이지 및 블로그 등 확인해 주시기 바랍니다. blog.naver.com/dongjaksaran"
2021,02,13,17,46,강남구,[강남구청] 1224~1226번 확진자 발생(gangnam.go.kr). 15일부터 수도권 사회적 거리두기 2단계가 시행됩니다. 거리두기 동참해주세요
2021,02,13,17,50,관악구,"[관악구청] 확진자 2명 발생, 세부 내용은 블로그 확인바랍니다.5인 이상 사적모임 금지, 방역수칙 준수바랍니다.blog.naver.com/gwanak_gu"
2021,02,13,17,53,양천구,[양천구청] 확진자 4명(993~996번) 발생 안내. 세부사항은 양천구 블로그 참조.blog.naver.com/yangcheon2016/222242165879
2021,02,13,18,00,노원구,[노원구청] 2.13(토) 오후 확진자2명발생(1130~1131). 역학조사후 https://www.nowon.kr/corona19/index.do 공개하겠습니다
2021,02,13,18,03,중구,[중구청] 391번째(1명) 확진자 발생. 자세한 내용은 중구청 홈페이지를 참고하시기 바랍니다. www.junggu.seoul.kr/covid.jsp
2021,02,13,18,14,영등포구,[영등포구청] 코로나 확진자 7명 발생. 상세내용은 영등포구 카카오알림톡 확인바랍니다. ☞ pf.kakao.com/_gHlGT
2021,02,13,18,24,강동구,"[강동구청]2. 13.(토) 18시 기준 코로나19 확진자 1명 발생 및 역학조사 결과 안내, 세부 내용은 홈페이지(c19.gd.go.kr) 참고 바랍니다."
2021,02,13,18,36,용산구,"[용산구청]코로나 624~636번 확진자(13명)발생. 역학조사중 / 거리두기, 마스크착용 등 방역수칙 준수 바랍니다. blog.naver.com/ysnblog"
2021,02,13,18,38,서대문구,"[서대문구청]코로나19. 707번째 확진자 발생. 역학조사 중. 자세한 사항 구홈페이지, 블로그 공개 예정입니다.blog.naver.com/sdmstory"
2021,02,13,20,05,구로구,"[구로구청] 코로나19 확진자 18명발생(897~914번) 역학조사후 동선공개, 구청 블로그(홈페이지) 참고바랍니다 blog.naver.com/digital9ro"
2021,02,13,20,27,중랑구,[중랑구청] 1107~1116번 확진자 역학조사 완료. 세부내용 홈페이지 및 블로그 blog.naver.com/jung_nang_gu 참조바랍니다.
2021,02,14,10,00,노원구,[노원구청] 2.14.(일) 오전 확진자 1명 발생(1132번). 역학조사 후 https://www.nowon.kr/corona19/index.do 공개하겠습니다
2021,02,14,10,05,도봉구,[도봉구청] 2.14(일) 확진자 1명 발생(815번). 역학조사결과 이동동선 및 조치사항 홈페이지(m.dobong.go.kr) 공개예정입니다.
2021,02,14,12,36,성북구,"[성북구청] 1117번(1명) 확진자 발생. 거주지 등 방역 완료. 자세한 사항은 홈페이지, 블로그 참고바랍니다. blog.naver.com/storysb"
2021,02,14,13,29,동작구,"[동작구청]1,075번째 확진자(1명)발생(완치자934명), 홈페이지 및 블로그 등 확인해 주시기 바랍니다. blog.naver.com/dongjaksaran"
2021,02,14,14,31,강서구,[강서구청] 강서구 코로나19 확진자 3명 발생 안내. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi
2021,02,14,15,02,은평구,"[은평구청]확진자 6명 발생, 상세내용은 홈페이지 및 블로그 참조. 5인이상 사적모임 금지, 방역수칙 준수바랍니다 blog.naver.com/eunpyeonggu"
2021,02,14,15,15,마포구,[마포구청] 확진자 4명 발생. 역학조사 진행 중이며 완료 즉시 홈페이지 및 블로그 공개 예정입니다. blog.naver.com/prmapo77
2021,02,14,15,29,양천구,[양천구청] 확진자 5명(997~1001번) 발생 안내. 양천구 블로그 참조 바랍니다.blog.naver.com/yangcheon2016/222243005916
2021,02,14,16,00,성동구,"[성동구청] 646~649번 확진자 발생(20대 2명, 40대 1명, 60대 1명) 5인이상 사적모임 자제 부탁드립니다. c19.sd.go.kr"
2021,02,14,16,14,강북구,"[강북구청]확진자5명(690~694번)발생,동선( www.gangbuk.go.kr/intro_gb.jsp )공개예정,가벼운 증상도 즉시 검사 받으시기 바랍니다."
2021,02,14,16,15,관악구,"[관악구청] 확진자 6명 발생, 세부 내용은 블로그 확인바랍니다.5인 이상 사적모임 금지, 방역수칙 준수바랍니다.blog.naver.com/gwanak_gu"
2021,02,14,16,22,동작구,"[동작구청]1076~1078번째 확진자(3명)발생(완치자934명), 홈페이지및블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran"
2021,02,14,17,01,도봉구,[도봉구청] 2.14(일) 확진자 2명 추가 발생(816번~817번). 역학조사결과 이동동선 및 조치사항 홈페이지(m.dobong.go.kr) 공개예정입니다.
2021,02,14,17,03,송파구,"[송파구청]2.14(일) 17시 현재 코로나19 확진자 9명 추가발생, 역학조사 진행중. 관련내용은 홈페이지(www.songpa.go.kr)를 참고바랍니다."
2021,02,14,17,15,강남구,[강남구청] 1227~1230번 확진자 발생(gangnam.go.kr). 접촉을 줄이는 게 가장 확실한 방역입니다. 거리두기와 5인 이상 사적모임 금지 지켜주세요
2021,02,14,17,31,서대문구,"[서대문구청]코로나19. 708번째 확진자 발생. 역학조사중. 자세한 사항 구홈페이지, 블로그 공개 예정입니다.blog.naver.com/sdmstory"
2021,02,14,17,36,강동구,[강동구청]2/9~2/11 한강허브사우나(올림픽로 664) 방문자는 가까운 선별진료소에서 검사 받으시길 바랍니다.(02-3425-6713)
2021,02,14,17,42,서초구,"[서초구청]1038~1040번 확진자(3명) 발생.상세내용 홈페이지(seocho.go.kr)확인. 주말모임 및 행사 자제, 마스크 착용 등 방역수칙 준수바랍니다."
2021,02,14,17,47,종로구,"[종로구청]관내565~567번(3명) 확진자발생. 역학조사 진행중. 거리두기,마스크 착용 등 방역수칙 준수바랍니다. blog.naver.com/jongno0401"
2021,02,14,17,59,중구,[중구청] 392~396번째(5명) 확진자 발생. 자세한 내용은 중구청 홈페이지를 참고하시기 바랍니다. www.junggu.seoul.kr/covid.jsp
2021,02,14,18,00,노원구,[노원구청] 2.14.(일) 오후 확진자 1명 발생(1133번). 역학조사 후 https://www.nowon.kr/corona19/index.do 공개하겠습니다
2021,02,14,18,00,중랑구,[중랑구청] 2.14.(일) 확진자 1명(1117번) 발생. 역학조사 진행 중. 완료 즉시 홈페이지 공개 예정입니다.
2021,02,14,18,07,용산구,"[용산구청]코로나 638~650번 확진자(13명)발생. 역학조사중 / 거리두기, 마스크착용 등 방역수칙 준수 바랍니다. blog.naver.com/ysnblog"
2021,02,14,18,17,구로구,"[구로구청]코로나19 확진자 15명발생(915~929번), 역학조사후 동선공개, 구청블로그(홈페이지) 참고바랍니다. blog.naver.com/digital9ro"
2021,02,14,18,17,동대문구,"[동대문구청]952~955번 확진자발생 ddm.go.kr 참조하시고, 내일부터 사회적 거리두기는 2단계로 하향 조정되지만, 방역수칙 준수는 최고단계를 유지해주세요"
2021,02,14,18,27,영등포구,[영등포구청] 코로나 확진자 8명 발생. 상세내용은 영등포구 카카오알림톡 확인바랍니다. ☞ pf.kakao.com/_gHlGT
2021,02,14,18,29,강동구,"[강동구청]2. 14.(일) 18시 기준 코로나19 확진자 13명 발생 및 역학조사 결과 안내, 세부 내용은 홈페이지(c19.gd.go.kr) 참고 바랍니다."
2021,02,14,19,05,금천구,"[금천구청]432번째 확진자 발생, 수도권 사회적거리두기 2단계 조정, 5인 이상 사적모임 금지 유지, 카카오톡채널 pf.kakao.com/_hUpLxb"
2021,02,14,19,31,중랑구,[중랑구청] 1117번 확진자 역학조사 완료. 세부내용 홈페이지 및 블로그 blog.naver.com/jung_nang_gu 참조바랍니다.
2021,02,15,09,49,노원구,[노원구청] 오늘(2.15.)부터 중앙방역대책본부 지침에 의거 임시선별검사소가 실명검사로 전환되오니 검사받으실 주민들께서는 신분증 지참하시어 방문하시기 바랍니다.
2021,02,15,09,51,도봉구,[도봉구청] 2.15(월) 확진자 4명 발생(818번~821번). 역학조사결과 이동동선 및 조치사항 홈페이지(m.dobong.go.kr) 공개예정입니다.
2021,02,15,10,00,노원구,[노원구청] 2.15(월) 오전 확진자7명발생(1134~1140). 역학조사후 https://www.nowon.kr/corona19/index.do 공개하겠습니다
2021,02,15,10,14,강북구,"[강북구청]확진자5명(695~699번)발생, 동선( www.gangbuk.go.kr/intro_gb.jsp )공개예정. 가벼운 증상도 즉시 검사 바랍니다."
2021,02,15,11,07,중랑구,[중랑구청] 2.15.(월) 확진자 1명(1118번) 발생. 역학조사 진행 중. 완료 즉시 홈페이지 공개 예정입니다.
2021,02,15,11,36,성북구,"[성북구청] 1118~1127번(10명) 확진자 발생. 거주지 등 방역완료. 자세한 사항은 홈페이지,블로그 참고바랍니다. blog.naver.com/storysb"
2021,02,15,12,11,도봉구,"[도봉구청] 2.5(금)~2.8(월), 2.10(수), 2.11(목) 삼익대중목욕탕(창동) 남탕이용자는 보건소(2091-4483, 4490)에서 코로나 검사 요망"
2021,02,15,14,11,금천구,"[금천구청]433~435번째 확진자 발생(3명), 사회적거리두기 2단계 조정, 5인 이상 사적모임 금지 유지, 카카오톡채널 pf.kakao.com/_hUpLxb"
2021,02,15,14,45,도봉구,[도봉구청] 2.15(월)부터 중앙방역대책본부 지침에 따라 도봉구민회관 임시선별검사소가 실명검사로 전환되니 검사받을 분께서는 신분증을 지참하여 방문하시기 바랍니다
2021,02,15,14,57,동작구,"[동작구청]1079~1085번째 확진자(7명)발생(완치자934명), 홈페이지및블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran"
